token_id,time_est,is_auction,price,currency,price_eth,price_usd,name,background,body,eyes,hand,head,mouth,skin,eyewear,face,neck,special features,legendary
775,2022-06-04 18:36:32,False,0.213,eth,0.213,358.24,Fear City #775,God Bless America,NGMI T,Normal Eyes,Ice Pick,Black Supermeme Hat,Joint,ShadowKai,Matrix Glasses,Nose Band Aid,,,
2910,2022-06-10 03:32:31,False,0.22,eth,0.22,369.87,Fear City #2910,Green Flag,Red Champion Hoodie,,Goldfish,Gold Bunny Mask with Glasses,Joint,Thumper,,Rabbit Head,,,
450,2022-06-07 09:35:14,False,0.22,eth,0.22,370.01,Fear City #450,Love Flash,Denim Cut Off and Green T,Normal,Drill,Green Mask,Idol Sneer,Baker,,,,,
2047,2022-06-04 18:34:03,False,0.22,eth,0.22,369.87,Fear City #2047,3D Flag,Happy to See You T,Tentacles,Pills,Green Baseball Cap,Idol Sneer,Baker,,,,,
2543,2022-06-09 23:39:12,False,0.222,eth,0.222,373.23,Fear City #2543,Green Flag,Red Champion Hoodie,Natural,Coffee,Rachel,Joint,Sophia,,Stardust Lightning Bolt,,,
873,2022-06-07 09:08:57,False,0.225,eth,0.225,378.42,Fear City #873,God Bless America,Free Panther T,Normal,Parrot,Spikey Blonde Hair,Joint and Smoke,Baker,Ski Goggles,Nose Band Aid,Samurai Bling,,
411,2022-06-04 18:46:15,False,0.23,eth,0.23,386.83,Fear City #411,Subway,Plaid Shirt Open,Normal Eyes,Red Lightsaber,Black Biker Helmet with White Stripe,Joint and Smoke,ShadowKai,,,,,
458,2022-06-09 13:50:33,False,0.23,eth,0.23,386.83,Fear City #458,God Bless America,Red Football Jersey,,Hot Dog,Yellow Baseball Cap,Sexy Lips,Thumper,,Rabbit Head,,,
1225,2022-06-08 16:05:19,False,0.23,eth,0.23,386.83,Fear City #1225,Green Flag,Blue Bomber,Normal Eyes,Cash,Spikey Blonde Hair,Goatee,ShadowKai,,Nose Band Aid,,,
935,2022-06-04 17:14:53,False,0.24,eth,0.24,403.65,Fear City #935,Green Flag,Yellow Roller Disco T,Smokey Punk,Knife Up,Tarti Hat and Green Wig,Smiley Smeared with Ciggy,Barb,White 80s Frames,,Trainers Around Neck,,
2465,2022-06-08 03:01:05,False,0.24,eth,0.24,403.65,Fear City #2465,Blue Magic,Purple Hoodie,Natural,Cash,Neon Biker Helmet,,Sophia,,Face Tattoo,Choker,Pigeon,
2261,2022-06-08 07:27:58,False,0.24,eth,0.24,403.5,Fear City #2261,Green Flag,Plaid Shirt Open,Smokey Punk,Syringe,Brown Princess Leia,Joker,Barb,Black Glasses Surprised,Eye Black,,Nunchakus,
1283,2022-06-04 18:01:45,False,0.245,eth,0.245,412.06,Fear City #1283,God Bless America,NGMI T,Normal,Coffee,Samurai Semi Bun,Brown Beard,Baker,Aviators,,,Smiley Band Aid,
1790,2022-06-04 17:41:03,False,0.249,eth,0.249,418.79,Fear City #1790,Subway,Blue Bomber,Demon,Milk,80s Flat Top,Goatee,ShadowKai,Red Clubmasters,,,,
2457,2022-06-04 18:43:47,False,0.25,eth,0.25,420.31,Fear City #2457,God Bless America,Camo Bomber,Normal,Parrot with Ciggy,Blue Pigol Bucket Hat,Idol Sneer,Baker,Gold Frames,,,,
690,2022-06-05 05:31:27,False,0.25,eth,0.25,420.47,Fear City #690,Static,Champion T,Smokey,Syringe,Tarti Hat and Green Wig,Madonna Mouth,Helen,,Nose Band Aid,,Tentacles,
304,2022-06-08 21:07:07,False,0.25,eth,0.25,420.47,Fear City #304,Blue City,Green Leather Trench,,Oscar,Red Mullet Over,Joker with Ciggy,Thumper,Black Rectangle Shades,Rabbit Head,,,
1619,2022-06-05 08:52:47,False,0.25,eth,0.25,420.47,Fear City #1619,Green Flag,Green Vest,,Cash,Spikey Blonde Hair,Natural Lips,ShadowKai,Bitcoins,,Samurai Bling,,
2755,2022-06-07 08:55:29,False,0.25,eth,0.25,420.31,Fear City #2755,Static,Plaid Shirt Open,Normal,AK-47,Green Baseball Cap,Natural Lips,Baker,,,,,
1477,2022-06-09 21:07:41,False,0.25,eth,0.25,420.47,Fear City #1477,Green Flag,Keep Disco Evil Hoodie,Natural,Silver Ball and Chain,Gold Short Pixie,Penny Pipe,Sophia,Black Rectangle Shades Red Lens,,Choker,,
2754,2022-06-05 04:26:13,False,0.26,eth,0.26,437.12,Fear City #2754,God Bless America,Bliss Hotel T,,Molotov,Blonde Mullet Over,Monster Joint,Thumper,Clubmasters,Rabbit Head,Clock Bling,,
2838,2022-06-04 19:38:22,False,0.27,eth,0.27,453.93,Fear City #2838,Under Water,Champion T,Natural,Zippo,Blonde Bell Bob,Joker with Toothpick,Helen,,Gold Nose Ring,Clock Bling,Pigeon,
3072,2022-06-04 19:10:05,False,0.28,eth,0.28,470.74,Fear City #3072,Subway,Black Metal TeaTime T,Normal,Colt 45,Silver Hero Mask,Goatee,Baker,,,,,
3228,2022-06-07 08:24:33,False,0.285,eth,0.285,479.15,Fear City #3228,Green Flag,Butterfly Knives T,Shock Rock,COVID,Yellow Baseball Cap,Geisha Pierced Lips,Barb,Rocket Man,,Samurai Bling,Tentacles,
3241,2022-06-05 11:10:35,False,0.29,eth,0.29,487.56,Fear City #3241,Subway,Blue Vest,Cyborg,Hummingbird,Spikey Blonde Hair,Natural Lips,ShadowKai,,,Samurai Bling,,
778,2022-06-09 12:36:14,False,0.29,eth,0.29,487.75,Fear City #778,Blue City,Free Panther T,Normal Eyes,Cop Car,Red Supermeme Hat,Brown Beard,ShadowKai,Red Clubmasters,Nose Band Aid,,,
1474,2022-06-07 14:36:19,False,0.299,eth,0.299,502.88,Fear City #1474,God Bless America,Free Panther T,Normal,COVID,Blonde Short Mohawk,Joint,Baker,,Nose Band Aid,,AK-47,
848,2022-06-04 18:23:30,False,0.3,eth,0.3,504.56,Fear City #848,Green Flag,Green Hoodie,Purple Mask,Red Knife,Pink Mohican,Joker,Helen,,Nose Band Aid,Samurai Bling,Hummingbird,
2580,2022-06-05 09:51:56,False,0.3,eth,0.3,504.37,Fear City #2580,God Bless America,Camo Bomber,Normal Eyes,Knife Up,80s Flat Top,Joker with Ciggy,ShadowKai,Red Clubmasters,Face Tattoo,,,
3308,2022-06-10 03:33:34,False,0.3,eth,0.3,504.37,Fear City #3308,Green Flag,Miss American T,Red Light,Goldfish,Soul Hat and Blue Hair,Monster Joint,Thumper,Clubmasters,Rabbit Head,Clock Bling,,
1720,2022-06-09 10:45:57,False,0.3,eth,0.3,504.56,Fear City #1720,Green Flag,NGMI T,Normal Eyes,Red Knife,Dark Pink Short Mohawk,Goatee,ShadowKai,,,,Pigeon,
3114,2022-06-07 09:34:29,False,0.3,eth,0.3,504.37,Fear City #3114,3D Flag,Happy to See You T,Normal,Spray Paint,Tarti Hat with Green Wig,Idol Sneer,Baker,3D Glasses,,,,
1399,2022-06-09 10:46:17,False,0.3,eth,0.3,504.56,Fear City #1399,God Bless America,Fur Coat,Normal Eyes,Milk,Spikey Blonde Hair,Goatee,ShadowKai,,Nose Band Aid,,,
1567,2022-06-04 18:28:01,False,0.31,eth,0.31,521.38,Fear City #1567,Love Flash,Plaid Shirt Open,Purple Mask,AK-47,Green Baseball Hat and Mullet,It Lips Smiley,Helen,White 80s Frames,Nose Band Aid,,,
1084,2022-06-04 22:26:04,False,0.34,eth,0.34,571.84,Fear City #1084,Green Flag,Denim Cut Off and Green T,Normal Eyes,Spray Paint,Red Supermeme Hat,Idol Sneer,ShadowKai,,,,,
2081,2022-06-04 21:33:28,False,0.34,eth,0.34,571.62,Fear City #2081,God Bless America,Green Vest,Cyborg,Zippo,Cowboy Hat,Brown Beard,Baker,Matrix Glasses,,,,
2546,2022-06-08 16:05:58,False,0.34,eth,0.34,571.62,Fear City #2546,God Bless America,Black Hoodie,,Superstar Sneaker,Pink Hat and Pink Wig,Joker with Ciggy,Thumper,Science Goggles,Rabbit Head,,,
1251,2022-06-04 21:12:21,False,0.35,eth,0.35,588.66,Fear City #1251,God Bless America,Plaid Shirt Open,Labyrinth Green Shadow,Rubber Ducky,Yoh Mommas Hair,Ciggy,Barb,80s Purple Lens,,Trainers Around Neck,,
3093,2022-06-04 21:13:10,False,0.35,eth,0.35,588.43,Fear City #3093,God Bless America,Bliss Hotel T,Natural,Syringe,Gold Pixie,Silver Grill and Tongue,Sophia,Green 80s Frame,,,Gold Hummingbird,
1478,2022-06-04 21:12:43,False,0.35,eth,0.35,588.66,Fear City #1478,God Bless America,Plaid Shirt Open,Natural,Hummingbird,Soul Hat and Red Wig,Joint,Sophia,,,Samurai Bling,,
2446,2022-06-05 10:22:21,False,0.365,eth,0.365,613.89,Fear City #2446,Green Flag,Bondage Waitress,Natural,Cop Car,Cuban Beret,It Lips Smiley,Sophia,Green 80s Frame,,Choker,,
1639,2022-06-04 18:21:29,False,0.375,eth,0.375,630.71,Fear City #1639,Subway,Power Hoodie,Purple Mask,Rubber Ducky,Duo Tone Wig,Madonna Mouth Sneer,Helen,Goth Glasses,Nose Band Aid,,,
2823,2022-06-04 18:47:59,False,0.39,eth,0.39,655.68,Fear City #2823,God Bless America,Half Fur and Leather,Natural,Oscar,Brown Elvis,Joker with Toothpick,Barb,,,,,
2532,2022-06-08 07:30:22,False,0.39,eth,0.39,655.68,Fear City #2532,Subway,Denim Cut Off and Pink T,,Rubber Ducky,Blonde K-Pop ,Ciggy Holder,Thumper,,Rabbit Head,,,
3166,2022-06-10 15:40:41,False,0.4,eth,0.4,672.49,Fear City #3166,Blue Magic,Varsity Jacket,Normal Eyes,Pills,Blonde Short Mohawk,Ciggy Holder,ShadowKai,Matrix Glasses,,,,
2815,2022-06-04 21:11:49,False,0.4,eth,0.4,672.49,Fear City #2815,Green Flag,Plaid Shirt,,Knife Down,Bondage Half Mask,,Thumper,,Rabbit Head,,,
3059,2022-06-04 18:07:09,False,0.45,eth,0.45,756.55,Fear City #3059,Subway,Power T,,Knife Up,Bondage Half Mask,,Thumper,Science Goggles,Rabbit Head,,,
2611,2022-06-08 16:47:24,False,0.5,eth,0.5,840.62,Fear City #2611,God Bless America,Happy to See You T,Normal Eyes,Zippo,Indiana Jones Fedora,Idol Sneer,ShadowKai,,Eye Black,,Pigeon,
674,2022-06-10 12:10:41,False,0.5,eth,0.5,840.94,Fear City #674,Static,Green Hoodie,Smokey Punk,Python,Teal Princess Wig,Lolly Lips,Helen,,Nose Ring Diamond,,Blue Lasers,
1416,2022-06-05 17:02:56,False,0.55,eth,0.55,925.03,Fear City #1416,God Bless America,Blue Vest,,Spray Paint,Soul Hat and Blue Hair,Ciggy Holder,Thumper,,Rabbit Head,Samurai Bling,Shotgun,
2934,2022-06-04 18:31:10,False,0.55,eth,0.55,924.68,Fear City #2934,Subway,Denim Cut Off and Green T,Normal Eyes,Oscar,Black Biker Helmet with White Stripe,Natural Lips,ShadowKai,,,,,
729,2022-06-05 04:20:17,False,0.6,eth,0.6,1009.13,Fear City #729,Blue City,Blue Bomber,Normal Eyes,Red Knife,Blue Pigol Bucket Hat,Idol Sneer,ShadowKai,,Nose Band Aid,,,
3032,2022-06-08 08:47:13,False,0.6659999999999999,eth,0.6659999999999999,1119.7,Fear City #3032,Green Flag,Gold Camo Bomber,Normal Eyes,Ice Pick,Green Baseball Cap,Idol Sneer,ShadowKai,Red Clubmasters,,,,
777,2022-06-09 12:38:39,False,0.777,eth,0.777,1306.82,Fear City #777,God Bless America,Black T,Smokey Punk,Cash,Samurai Semi Bun,It Lips Smiley,Barb,80s Purple Lens,,,,
1428,2022-06-05 07:14:18,False,0.8,eth,0.8,1345.5,Fear City #1428,Love Flash,Black Metal TeaTime T,Normal,Hot Dog,Dark Pink Short Mohawk,Ciggy Holder,Baker,Red Clubmasters,Nose Band Aid,,,
947,2022-06-07 17:51:37,False,0.8,eth,0.8,1345.5,Fear City #947,Subway,Green Vest,Normal,Hummingbird,Blonde Short Mohawk,Natural Lips,Baker,,Face Tattoo,,,
1376,2022-06-05 10:52:07,False,0.99,eth,0.99,1665.06,Fear City #1376,God Bless America,Green Vest,Normal,Blue Lightsaber,Android Neon Biker Helmet,,Baker,,,Samurai Bling,,
728,2022-06-05 04:21:50,False,1.0,eth,1.0,1681.88,Fear City #728,Subway,DONDA,Demon,Coffee,Blue Pigol Bucket Hat,Joker with Ciggy,Thumper,,Rabbit Head,,AK-47,
3019,2022-06-09 22:20:54,False,1.0,eth,1.0,1681.23,Fear City #3019,Green Flag,Free Panther T,Normal Eyes,Hummingbird,Green Baseball Cap with Blonde Hair,Bubble Gum,ShadowKai,,,Samurai Bling,,
672,2022-06-04 00:42:02,False,1.0,eth,1.0,1681.88,Fear City #672,3D Flag,DONDA,Natural,Hot Dog,Bob a Job,It Lips Smiley,Helen,,Nose Band Aid,Clock Bling,Tentacles,
308,2022-06-03 21:18:14,False,1.0,eth,1.0,1681.88,Fear City #308,Green Flag,Green Leather Trench,,Statue of Liberty,Green Glasses on Forehead,Sexy Lips,Thumper,,Rabbit Head,,Pigeon,
1712,2022-06-05 11:31:25,False,1.0,eth,1.0,1681.88,Fear City #1712,Subway,Black Hoodie,Normal,Cash,Red Wonky Baseball Cap,Natural Lips,Baker,Ski Goggles,,,,
2603,2022-06-07 05:36:22,False,1.0,eth,1.0,1681.23,Fear City #2603,God Bless America,Black Hoodie,Normal Eyes,Rubber Ducky,Pink Mohican,Idol Sneer,ShadowKai,,,,,
2604,2022-06-07 05:36:41,False,1.0,eth,1.0,1681.23,Fear City #2604,Subway,Denim Cut Off,Normal Eyes,Piranha,Red Short Mohawk,Joint and Smoke,ShadowKai,Red Clubmasters,,,,
626,2022-06-03 23:38:38,False,1.0,eth,1.0,1681.88,Fear City #626,God Bless America,Bondage Waitress,Smokey Punk,Spray Paint,Samurai Full Bun,Ciggy Holder Smeared Lipstick,Barb,,Nose Ring Diamond,,Pigeon,
2271,2022-06-10 15:55:10,False,1.2,eth,1.2,2017.48,Fear City #2271,God Bless America,Yellow Roller Disco T,Natural,Skull and Bubbles,Gold Pixie,Kiss Lips with Ciggy Holder,Sophia,Ski Goggles,,,Tentacles,
1973,2022-06-10 07:24:59,False,1.5,eth,1.5,2522.82,Fear City #1973,Subway,Camo Bomber,Normal Eyes,Coffee,Blonde Short Mohawk,Joker with Ciggy,ShadowKai,Aviators,Nose Band Aid,,,
1275,2022-06-10 07:22:44,False,1.5,eth,1.5,2522.82,Fear City #1275,Subway,NGMI T,Normal,AK-47,Blue Baseball Cap,Joker with Ciggy,Baker,,,,,
1228,2022-06-10 07:25:26,False,1.5,eth,1.5,2522.82,Fear City #1228,Pink Spotlight,Free Panther T,Normal Eyes,Zippo,Black Biker Helmet with White Stripe,Idol Sneer,ShadowKai,,,,,
2558,2022-06-10 07:24:31,False,1.5,eth,1.5,2521.85,Fear City #2558,God Bless America,All Power T,,Knife Down,Black Supermeme Cap and Red Hair,Joker with Ciggy,Thumper,,Rabbit Head,,,
2499,2022-06-10 07:23:24,False,1.5,eth,1.5,2522.82,Fear City #2499,Subway,Army Jacket,Normal Eyes,Bloody Superstar Sneaker,WAGMI Helmet,Goatee,ShadowKai,Red Clubmasters,Nose Band Aid,,Pigeon,
1487,2022-06-10 07:26:03,False,1.5,eth,1.5,2522.82,Fear City #1487,Subway,Leather Cut Off,Normal,Ice Pick,Gold Mickeybot Half Tarnished,Natural Lips,Baker,,,,,
3021,2022-06-10 07:23:57,False,1.5,eth,1.5,2521.85,Fear City #3021,Green Flag,NGMI T,Normal,Ice Pick,Blue Baseball Cap,Natural Lips,Baker,,Eye Black,,,
2573,2022-06-05 06:45:48,False,1.55,eth,1.55,2605.91,Fear City #2573,Blue City,Green International Friendship Vest,Tentacles,Hummingbird,Bondage Half Mask with Glasses,Ciggy Holder,Thumper,,Rabbit Head,,,
3164,2022-06-05 02:09:04,False,1.7,eth,1.7,2858.09,Fear City #3164,God Bless America,Green Hoodie,Natural,Statue of Liberty,Cuban Beret with Red Hair,Natural Lips,Sophia,White 80s Frames,Nose Ring Diamond,Clock Bling,,
1702,2022-06-05 02:09:07,False,1.8,eth,1.8,3027.38,Fear City #1702,God Bless America,Shadow Snake Armor,Normal Eyes,Rubber Ducky,Spikey Blonde Hair,Natural Lips,ShadowKai,,,,,
2469,2022-06-10 16:58:13,False,1.99,eth,1.99,3346.94,Fear City #2469,God Bless America,Denim Cut Off and Green T,Tentacles,Rubber Ducky,Red Pigol Bucket Hat,Idol Sneer,Baker,,,Trainers Around Neck,,
2849,2022-06-10 16:57:31,False,1.99,eth,1.99,3345.65,Fear City #2849,God Bless America,Beat it,Natural,Cop Car,Blonde Mullet,Joker with Grill and Tongue,Sophia,Ski Goggles,,Clock Bling,,
1628,2022-06-10 16:57:52,False,1.99,eth,1.99,3346.94,Fear City #1628,Pink Spotlight,Denim Cut Off,Natural,Light Bulb,Cuban Beret with Red Hair 2,It Lips Fat,Helen,Science Goggles,Gold Nose Ring,,Hummingbird,
262,2022-06-04 01:00:26,False,2.0,eth,2.0,3363.76,Fear City #262,Green Flag,Green International Friendship Vest,,Blue Cake,Bondage Half Mask with Glasses,Silver Grill with Tongue,Thumper,,Rabbit Head,,,
175,2022-06-03 21:23:35,False,2.2,eth,2.2,3700.14,Fear City #175,Subway,Power Hoodie,Natural,Rubber Ducky,Cuban Beret with Red Hair 2,It Lips Smiley,Sophia,White 80s Frames,,,,
232,2022-06-03 21:24:28,False,2.3,eth,2.3,3868.32,Fear City #232,Subway,Power T,Natural,Cash,Pirate Hat and Blonde Wig,Joker with Toothpick,Helen,White 80s Frames,Eye Black,,Jail ID Board,
227,2022-06-10 17:50:11,False,2.5,eth,2.5,4190.0,Fear City #227,Green Flag,SB Logo Hoodie,,Smiley Grenade,Marilyn 1,Joint,Thumper,,Rabbit Head,,,
2478,2022-06-06 08:47:40,False,2.8,eth,2.8,4707.44,Fear City #2478,Love Flash,NGMI T,Normal,Cash,Green Mohawk,Idol Sneer,Baker,,,,,
272,2022-06-05 23:25:53,False,3.0,eth,3.0,5045.64,Fear City #272,God Bless America,White T,Punk Clown,Blue Cake,Gold Pixie,Crystal Monster Teeth,Barb,Black Rectangle Shades,,Clock Bling,Smiley Band Aid,
943,2022-06-05 09:59:09,False,3.0,eth,3.0,5045.64,Fear City #943,Green Flag,Beat It,Strange Red Alien,Statue of Liberty,WAGMI Helmet,,ShadowKai,,Nose Band Aid,,,
1297,2022-06-04 20:09:28,False,4.0,eth,4.0,6727.52,Fear City #1297,God Bless America,Butterfly Knives T,Natural,Violated Pink Cake,Soul Hat and Red Wig,Lovely Lips,Sophia,,,,Tentacles,
472,2022-06-04 19:23:40,False,4.72,eth,4.72,7938.47,Fear City #472,Green Flag,Black Hoodie,,Coffee,Cuban Beret and Red Hair,Ciggy Holder,Thumper,Clubmasters,Rabbit Head,,,
2429,2022-06-10 17:44:36,False,5.0,eth,5.0,8380.0,Fear City #2429,God Bless America,Blue Vest,Normal Eyes,Oscar,Blonde K-Pop ,Natural Lips,ShadowKai,Matrix Glasses,,,,
2869,2022-06-10 17:44:04,False,5.0,eth,5.0,8380.0,Fear City #2869,God Bless America,Champion T,Baseball Pandas,Skull and Bubbles,Brown Princess Leia,Ciggy Holder Smeared Lipstick,Barb,White 80s Frames,,Clock Bling,,
1953,2022-06-07 20:27:25,False,6.9,eth,6.9,11604.97,Fear City #1953,God Bless America,White T,Eye Flames,Red Knife,Farrah,Stitched Lips,Barb,,,Clock Bling,,
191,2022-06-07 20:26:28,False,6.9,eth,6.9,11604.97,Fear City #191,God Bless America,Blue Vest,Demon,COVID,Green Mohawk,Ciggy Holder,ShadowKai,,Nose Band Aid,,,
1507,2022-06-05 09:20:36,False,6.9,eth,6.9,11604.97,Fear City #1507,God Bless America,Denim Cut Off and Pink T,,Goat with Ciggy,Vulcan,Ciggy Holder,Thumper,,Rabbit Head,,,
1913,2022-06-04 18:13:56,False,10.0,eth,10.0,16818.8,Fear City #1913,Green Flag,Leather Jacket,Natural,Hot Dog,Blonde Pippi Braids,Ciggy,Helen,,Nose Band Aid,Choker,,
1085,2022-06-10 06:46:47,False,10.0,eth,10.0,16818.8,Fear City #1085,Subway,Denim Cut Off and Pink T,Red Light,Cash,Bondage Half Mask,,Thumper,Science Goggles,Rabbit Head,Samurai Bling,,
1896,2022-06-07 12:28:44,False,69.0,eth,69.0,116049.72,Fear City #1896,Subway,Varsity Jacket,,Hot Dog,Black Supermeme Cap and Red Hair,Joint,Thumper,,Rabbit Head,Basketball Sneakers,,
3197,2022-06-04 17:54:14,False,100.0,eth,100.0,168123.0,Fear City #3197,Subway,Pop T,,Silver Ball and Chain,Samurai Semi Bun,Ciggy Holder,Thumper,,Rabbit Head,,,
3198,2022-06-04 17:56:15,False,100.0,eth,100.0,168123.0,Fear City #3198,God Bless America,Plaid Shirt,,Lilac Cake,Dismal Ears,Joint,Thumper,,Rabbit Head,,,
